image_id,type,taxonomy,vernacular_names,calories,carbohydrate,proteins,total_fat,cholesterol,dietary_fiber,glucose,fructose,sucrose,folate,niacin,pantothenic_acid,pyridoxine,riboflavin,thiamin,vit_a,vit_e,vit_c,vit_k,vit_b12,selenium,sodium,potassium,calcium,copper,iron,magnesium,manganese,phosphorus,zinc,water,polyphenols,flavonoids,carotenoids,tannins,Energy (Kcal),Carbohydrates (g),Proteins (g),Total Fat (g),Cholesterol (mg),Dietary Fiber (g),Folate (µg),Niacin (mg),Pantothenic Acid (mg),Pyridoxine (mg),Riboflavin (mg),Thiamin (mg),Vitamin A (IU),Vitamin C (mg),Vitamin K (µg),Sodium (mg),Potassium (mg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Zinc (mg),Carotene-ß (µg),Crypto-xanthin-ß (µg),Lutein Zeaxanthin (µg)
Ajwa_040,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.79,1.86,0.15,0.0,6.92,66.42,41.51,61.55,15.38,1.61,0.83,0.26,0.06,0.05,154.21,0.2,0.0,2.83,0.0,0.21,1.04,722.54,64.32,0.37,0.92,55.07,0.31,63.6,0.45,20.72,0.5,0.52,0.31,1.04,281.43,77.58,1.85,0.15,0.0,6.94,15.73,1.68,0.81,0.25,0.06,0.05,156.31,0.0,2.7,1.01,703.62,66.34,0.38,0.93,54.33,0.3,62.72,0.45,93.01,0.0,23.53
Ajwa_041,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.3,1.82,0.16,0.0,7.02,65.75,40.35,62.0,15.61,1.61,0.81,0.25,0.06,0.05,150.2,0.2,0.0,2.73,0.0,0.2,1.05,704.14,66.34,0.37,0.91,55.31,0.3,64.41,0.46,19.97,0.51,0.51,0.3,1.02,283.19,77.21,1.83,0.16,0.0,6.87,15.02,1.67,0.81,0.25,0.06,0.05,154.65,0.0,2.76,1.03,727.69,65.91,0.36,0.92,56.61,0.31,62.56,0.45,88.97,0.0,23.28
Ajwa_042,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.31,1.81,0.15,0.0,6.99,64.35,40.15,61.78,15.24,1.62,0.84,0.26,0.06,0.05,153.6,0.21,0.0,2.79,0.0,0.21,1.03,726.11,66.74,0.38,0.91,55.29,0.3,62.59,0.45,20.39,0.51,0.51,0.3,1.02,289.97,77.29,1.86,0.15,0.0,6.94,15.06,1.68,0.83,0.26,0.06,0.05,151.92,0.0,2.71,1.02,704.41,64.36,0.38,0.94,55.99,0.3,62.84,0.46,90.53,0.0,24.07
Ajwa_043,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.27,1.89,0.16,0.0,6.68,66.69,40.29,60.37,15.06,1.67,0.83,0.26,0.06,0.05,149.29,0.21,0.0,2.82,0.0,0.2,1.03,723.71,64.88,0.37,0.93,54.31,0.31,64.79,0.46,20.62,0.52,0.5,0.31,1.04,276.92,78.04,1.85,0.16,0.0,6.84,15.03,1.65,0.83,0.25,0.06,0.05,152.6,0.0,2.73,1.0,701.1,66.38,0.36,0.93,54.07,0.3,63.51,0.46,92.55,0.0,23.69
Ajwa_044,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.19,1.89,0.15,0.0,6.81,65.8,39.92,61.95,15.13,1.63,0.83,0.25,0.06,0.05,153.78,0.21,0.0,2.71,0.0,0.21,1.05,699.91,64.12,0.37,0.91,54.78,0.31,64.72,0.46,20.92,0.51,0.5,0.3,1.04,278.03,75.44,1.81,0.15,0.0,6.78,15.47,1.61,0.82,0.26,0.06,0.05,155.85,0.0,2.73,1.01,715.84,64.01,0.37,0.93,55.3,0.3,64.94,0.44,90.42,0.0,23.99
Ajwa_045,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.19,1.81,0.15,0.0,6.85,66.27,40.48,60.5,15.33,1.64,0.82,0.25,0.06,0.05,150.34,0.2,0.0,2.82,0.0,0.2,1.02,697.8,66.28,0.38,0.91,54.35,0.31,63.66,0.46,20.22,0.52,0.52,0.31,1.0,282.42,76.13,1.82,0.15,0.0,6.73,15.08,1.65,0.82,0.25,0.06,0.05,149.43,0.0,2.72,1.04,708.3,64.57,0.37,0.94,56.56,0.3,63.71,0.45,91.52,0.0,24.02
Ajwa_046,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.79,1.81,0.15,0.0,6.82,65.25,40.28,62.81,15.17,1.69,0.81,0.26,0.06,0.05,155.53,0.21,0.0,2.71,0.0,0.2,1.01,699.07,63.95,0.38,0.92,54.01,0.3,64.06,0.45,20.81,0.52,0.51,0.31,1.02,281.69,75.44,1.86,0.15,0.0,6.87,15.48,1.62,0.84,0.25,0.06,0.05,154.33,0.0,2.74,1.04,719.88,64.84,0.37,0.9,54.12,0.3,62.95,0.46,89.62,0.0,23.53
Ajwa_047,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.56,1.82,0.15,0.0,6.95,63.81,40.46,61.51,15.56,1.64,0.83,0.26,0.06,0.05,152.57,0.21,0.0,2.73,0.0,0.2,1.04,729.55,65.49,0.37,0.93,55.3,0.3,62.6,0.45,20.42,0.52,0.52,0.31,1.0,279.43,75.17,1.86,0.15,0.0,6.7,15.57,1.66,0.84,0.25,0.06,0.05,154.58,0.0,2.71,1.0,723.12,66.17,0.37,0.93,56.63,0.3,62.79,0.46,91.92,0.0,23.25
Ajwa_048,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,74.88,1.89,0.15,0.0,7.01,65.11,41.59,61.05,15.69,1.61,0.8,0.25,0.06,0.05,151.7,0.21,0.0,2.76,0.0,0.2,1.04,706.27,66.59,0.37,0.94,55.25,0.3,64.08,0.44,20.38,0.5,0.52,0.3,1.0,285.26,77.87,1.86,0.15,0.0,6.78,15.08,1.62,0.83,0.26,0.06,0.05,156.1,0.0,2.7,1.05,715.51,65.91,0.37,0.93,54.53,0.3,63.97,0.45,92.84,0.0,23.04
Ajwa_049,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.55,1.86,0.15,0.0,6.72,65.32,41.2,60.14,15.74,1.62,0.83,0.25,0.06,0.05,151.34,0.21,0.0,2.82,0.0,0.2,1.02,696.24,64.22,0.37,0.9,53.85,0.3,65.09,0.45,20.89,0.51,0.52,0.31,1.01,286.5,77.37,1.86,0.15,0.0,6.96,15.04,1.65,0.82,0.25,0.06,0.05,150.92,0.0,2.76,1.01,722.88,65.43,0.38,0.94,55.19,0.3,64.21,0.44,89.65,0.0,23.19
Ajwa_050,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.08,1.89,0.15,0.0,6.89,65.21,41.81,61.63,15.34,1.69,0.82,0.25,0.06,0.05,156.0,0.21,0.0,2.76,0.0,0.21,1.02,700.46,64.25,0.36,0.93,54.39,0.31,62.41,0.45,20.78,0.5,0.51,0.31,1.01,277.67,75.58,1.82,0.15,0.0,6.88,14.99,1.65,0.82,0.26,0.06,0.05,150.94,0.0,2.76,1.0,697.57,66.58,0.38,0.92,54.76,0.3,64.67,0.45,88.88,0.0,23.22
Ajwa_051,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.39,1.88,0.15,0.0,6.81,65.43,41.83,61.68,15.28,1.63,0.84,0.26,0.06,0.05,154.45,0.2,0.0,2.79,0.0,0.21,1.01,729.34,66.16,0.37,0.94,55.18,0.3,62.2,0.45,20.7,0.51,0.5,0.31,1.01,287.73,75.56,1.89,0.15,0.0,6.94,15.49,1.62,0.82,0.25,0.06,0.05,153.63,0.0,2.7,1.01,711.46,67.11,0.37,0.91,54.91,0.3,64.94,0.45,90.17,0.0,24.04
Ajwa_052,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.42,1.85,0.15,0.0,6.92,64.27,40.4,61.99,15.53,1.68,0.85,0.26,0.06,0.05,153.27,0.2,0.0,2.74,0.0,0.2,1.04,707.82,65.17,0.38,0.94,54.75,0.3,62.8,0.45,20.54,0.52,0.5,0.31,1.05,280.29,76.43,1.82,0.15,0.0,7.0,15.43,1.61,0.82,0.26,0.06,0.05,154.43,0.0,2.77,1.02,703.55,66.13,0.36,0.92,54.07,0.3,63.6,0.44,93.39,0.0,23.37
Ajwa_053,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.31,1.85,0.15,0.0,6.93,66.34,39.96,60.06,15.38,1.68,0.81,0.26,0.06,0.05,150.32,0.21,0.0,2.71,0.0,0.2,1.01,721.27,64.93,0.36,0.92,53.98,0.3,63.16,0.45,20.08,0.51,0.51,0.3,1.02,280.9,76.53,1.86,0.15,0.0,6.75,15.45,1.62,0.84,0.25,0.06,0.05,152.29,0.0,2.76,1.01,695.71,67.05,0.36,0.92,54.14,0.3,64.58,0.46,93.06,0.0,23.82
Ajwa_054,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.59,1.85,0.16,0.0,6.71,66.24,40.65,59.89,15.33,1.61,0.82,0.25,0.06,0.05,151.28,0.2,0.0,2.82,0.0,0.21,1.03,699.65,66.36,0.38,0.9,54.87,0.3,64.28,0.45,20.88,0.52,0.52,0.3,1.0,286.92,75.26,1.83,0.15,0.0,6.72,15.73,1.68,0.82,0.25,0.06,0.05,153.59,0.0,2.77,1.0,705.1,64.83,0.37,0.92,56.34,0.3,64.7,0.44,89.17,0.0,23.79
Ajwa_055,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.68,1.85,0.15,0.0,6.85,65.94,40.81,60.1,15.24,1.64,0.81,0.25,0.06,0.05,152.22,0.21,0.0,2.83,0.0,0.2,1.0,707.52,66.92,0.37,0.92,55.42,0.3,63.34,0.44,20.72,0.5,0.52,0.3,1.01,288.31,75.49,1.83,0.16,0.0,6.78,14.99,1.63,0.83,0.26,0.06,0.05,154.04,0.0,2.73,1.05,714.79,64.53,0.36,0.9,54.08,0.3,62.34,0.46,89.02,0.0,23.31
Ajwa_056,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.47,1.88,0.15,0.0,6.81,65.7,40.67,60.52,15.15,1.63,0.84,0.25,0.06,0.05,154.55,0.2,0.0,2.82,0.0,0.21,1.0,726.78,66.14,0.36,0.93,56.49,0.31,63.09,0.45,20.56,0.52,0.52,0.31,1.02,280.94,76.14,1.84,0.16,0.0,6.98,15.53,1.62,0.82,0.26,0.06,0.05,155.08,0.0,2.78,1.0,725.45,64.45,0.36,0.94,54.26,0.31,62.27,0.45,92.59,0.0,23.3
Ajwa_057,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.87,1.83,0.15,0.0,6.8,64.79,41.38,60.07,15.07,1.63,0.84,0.25,0.06,0.05,150.75,0.2,0.0,2.76,0.0,0.21,1.04,719.24,66.58,0.37,0.92,56.19,0.31,62.47,0.44,20.92,0.51,0.52,0.31,1.04,281.93,75.67,1.84,0.16,0.0,6.98,15.17,1.64,0.81,0.26,0.06,0.05,149.29,0.0,2.83,1.03,721.03,65.0,0.37,0.94,54.48,0.3,61.82,0.44,92.52,0.0,23.52
Ajwa_058,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.8,1.82,0.15,0.0,6.85,65.92,41.26,60.19,15.33,1.67,0.84,0.25,0.06,0.05,149.57,0.21,0.0,2.7,0.0,0.2,1.04,700.41,65.74,0.38,0.92,55.07,0.3,63.18,0.46,20.43,0.52,0.5,0.31,1.04,289.67,76.07,1.89,0.16,0.0,6.86,15.06,1.64,0.82,0.26,0.06,0.05,152.74,0.0,2.72,1.0,703.88,66.11,0.37,0.93,55.41,0.3,63.44,0.44,90.76,0.0,23.24
Ajwa_059,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.24,1.82,0.16,0.0,6.78,67.02,40.91,62.44,15.18,1.65,0.82,0.26,0.06,0.05,152.38,0.2,0.0,2.81,0.0,0.21,1.01,713.32,66.04,0.37,0.94,55.13,0.3,63.29,0.46,20.73,0.51,0.52,0.31,1.01,286.73,77.3,1.88,0.15,0.0,6.87,14.99,1.67,0.81,0.26,0.06,0.05,156.08,0.0,2.75,1.03,712.0,65.27,0.37,0.9,54.11,0.31,64.69,0.44,90.26,0.0,23.9
Ajwa_060,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.26,1.86,0.15,0.0,6.74,66.4,41.51,61.71,15.25,1.67,0.85,0.26,0.06,0.05,151.77,0.2,0.0,2.77,0.0,0.2,1.03,694.77,67.01,0.37,0.94,56.12,0.3,63.22,0.46,20.79,0.5,0.52,0.31,1.03,288.91,78.13,1.89,0.15,0.0,7.03,15.45,1.63,0.84,0.26,0.06,0.05,148.81,0.0,2.76,1.05,724.56,65.36,0.37,0.93,56.53,0.3,64.35,0.45,90.32,0.0,23.23
Ajwa_061,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,74.78,1.88,0.15,0.0,6.95,67.1,41.41,60.59,15.23,1.63,0.8,0.25,0.06,0.05,154.59,0.21,0.0,2.74,0.0,0.21,1.03,724.84,64.03,0.37,0.9,56.64,0.3,64.71,0.46,20.6,0.51,0.52,0.31,1.03,289.47,78.58,1.81,0.15,0.0,6.71,15.4,1.65,0.81,0.25,0.06,0.05,152.99,0.0,2.7,1.0,696.88,65.4,0.36,0.93,54.62,0.31,63.1,0.45,91.27,0.0,23.03
Ajwa_062,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,74.79,1.85,0.15,0.0,6.88,65.36,40.09,60.45,15.12,1.65,0.82,0.25,0.06,0.05,149.96,0.21,0.0,2.83,0.0,0.2,1.01,701.88,64.84,0.37,0.92,55.76,0.31,64.99,0.45,20.98,0.52,0.51,0.3,1.04,286.5,77.01,1.85,0.15,0.0,6.76,15.57,1.63,0.82,0.25,0.06,0.05,156.05,0.0,2.81,1.04,706.22,65.87,0.37,0.94,56.41,0.3,64.46,0.46,89.7,0.0,23.42
Ajwa_063,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.38,1.87,0.16,0.0,6.76,64.59,40.34,61.61,15.46,1.66,0.83,0.26,0.06,0.05,152.28,0.2,0.0,2.7,0.0,0.2,1.0,720.21,64.46,0.38,0.92,55.21,0.3,62.26,0.46,20.02,0.5,0.52,0.31,1.04,280.82,77.26,1.87,0.15,0.0,6.89,15.51,1.68,0.81,0.25,0.06,0.05,156.24,0.0,2.82,1.01,725.43,66.39,0.38,0.92,55.0,0.3,63.82,0.44,89.97,0.0,23.16
Ajwa_064,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.13,1.86,0.16,0.0,6.75,64.66,40.6,61.88,15.04,1.68,0.84,0.25,0.06,0.05,150.61,0.21,0.0,2.74,0.0,0.21,1.03,723.59,64.44,0.37,0.91,53.94,0.3,63.59,0.45,20.23,0.51,0.51,0.3,1.02,281.85,76.16,1.85,0.16,0.0,7.03,14.96,1.61,0.83,0.26,0.06,0.05,148.85,0.0,2.71,1.03,703.32,66.99,0.37,0.91,55.87,0.3,62.18,0.45,92.1,0.0,23.19
Ajwa_065,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.19,1.84,0.15,0.0,6.84,66.15,41.71,61.27,15.28,1.61,0.8,0.26,0.06,0.05,155.52,0.2,0.0,2.77,0.0,0.2,1.04,724.23,64.76,0.36,0.91,56.05,0.31,62.56,0.45,20.18,0.51,0.51,0.31,1.0,281.36,78.43,1.86,0.15,0.0,6.73,15.2,1.62,0.81,0.25,0.06,0.05,155.54,0.0,2.8,1.03,713.23,66.74,0.37,0.93,54.44,0.31,64.06,0.44,93.34,0.0,23.46
Ajwa_066,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.72,1.85,0.16,0.0,7.02,66.95,40.11,59.96,15.15,1.68,0.83,0.26,0.06,0.05,151.24,0.21,0.0,2.78,0.0,0.2,1.04,714.07,66.66,0.36,0.92,55.59,0.3,64.73,0.45,20.4,0.51,0.52,0.31,1.03,283.66,75.53,1.86,0.16,0.0,6.69,15.1,1.63,0.84,0.25,0.06,0.05,153.03,0.0,2.71,1.04,694.4,64.39,0.38,0.94,55.84,0.31,64.17,0.46,91.29,0.0,23.46
Ajwa_067,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,74.97,1.85,0.15,0.0,6.99,66.45,41.39,61.04,15.56,1.65,0.82,0.26,0.06,0.05,151.33,0.21,0.0,2.73,0.0,0.2,1.0,726.21,65.57,0.36,0.9,54.92,0.3,62.35,0.45,20.13,0.5,0.51,0.31,1.04,286.89,77.33,1.82,0.15,0.0,6.87,15.33,1.63,0.82,0.26,0.06,0.05,155.06,0.0,2.8,1.04,723.35,65.48,0.38,0.92,55.25,0.3,61.86,0.44,89.64,0.0,23.47
Ajwa_068,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.91,1.86,0.16,0.0,6.8,66.54,41.83,60.33,15.56,1.64,0.82,0.25,0.06,0.05,151.43,0.2,0.0,2.73,0.0,0.21,1.02,702.45,64.14,0.38,0.91,56.64,0.3,62.12,0.44,21.0,0.52,0.52,0.31,1.03,284.19,77.21,1.88,0.16,0.0,6.91,15.22,1.68,0.84,0.25,0.06,0.05,152.59,0.0,2.75,1.02,723.93,63.94,0.37,0.93,56.26,0.3,64.94,0.46,91.83,0.0,23.02
Ajwa_069,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.29,1.84,0.15,0.0,6.92,66.19,41.5,60.86,15.18,1.62,0.84,0.25,0.06,0.05,156.35,0.2,0.0,2.77,0.0,0.2,1.0,710.14,66.6,0.36,0.92,54.23,0.3,64.71,0.45,19.95,0.52,0.52,0.31,1.03,279.23,75.18,1.85,0.15,0.0,6.98,15.59,1.67,0.81,0.26,0.06,0.05,156.39,0.0,2.75,1.01,697.52,64.11,0.37,0.9,55.29,0.3,61.96,0.46,90.77,0.0,23.83
Ajwa_070,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.05,1.82,0.15,0.0,6.91,65.41,41.34,60.55,15.48,1.62,0.83,0.25,0.06,0.05,151.15,0.2,0.0,2.8,0.0,0.21,1.03,729.07,65.02,0.36,0.91,55.15,0.3,64.43,0.45,20.22,0.52,0.52,0.31,1.05,285.08,76.88,1.89,0.15,0.0,6.94,15.35,1.68,0.83,0.25,0.06,0.05,150.96,0.0,2.78,1.05,720.91,65.95,0.37,0.94,55.84,0.3,64.94,0.45,91.64,0.0,24.02
Ajwa_071,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.0,1.9,0.15,0.0,6.97,65.01,40.71,62.75,15.54,1.65,0.8,0.26,0.06,0.05,151.47,0.2,0.0,2.75,0.0,0.21,1.01,730.46,65.81,0.37,0.9,54.82,0.3,61.99,0.45,20.0,0.52,0.52,0.31,1.05,282.18,78.14,1.88,0.15,0.0,6.91,15.48,1.65,0.84,0.25,0.06,0.05,150.07,0.0,2.81,1.02,718.67,64.85,0.38,0.9,54.28,0.3,64.28,0.44,93.23,0.0,22.95
Ajwa_072,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.08,1.89,0.15,0.0,7.02,66.48,41.47,60.57,15.19,1.61,0.84,0.26,0.06,0.05,155.6,0.2,0.0,2.76,0.0,0.2,1.02,726.48,64.11,0.38,0.94,54.26,0.31,62.9,0.45,20.54,0.51,0.5,0.31,1.01,280.73,75.53,1.82,0.15,0.0,6.89,15.49,1.62,0.84,0.25,0.06,0.05,148.93,0.0,2.74,1.02,694.45,65.83,0.37,0.9,55.74,0.3,64.12,0.46,91.46,0.0,24.14
Ajwa_073,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.44,1.88,0.16,0.0,7.0,67.06,40.04,61.99,15.21,1.68,0.84,0.26,0.06,0.05,149.16,0.2,0.0,2.75,0.0,0.2,1.04,694.13,65.86,0.37,0.93,55.96,0.3,62.47,0.46,20.77,0.5,0.52,0.3,1.03,287.67,74.79,1.85,0.15,0.0,6.79,15.12,1.68,0.82,0.25,0.06,0.05,154.8,0.0,2.72,1.03,697.76,66.3,0.37,0.91,56.35,0.3,63.82,0.45,90.12,0.0,23.17
Ajwa_074,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.55,1.82,0.15,0.0,7.03,63.82,40.36,61.2,15.13,1.67,0.82,0.25,0.06,0.05,154.91,0.21,0.0,2.72,0.0,0.2,1.02,726.51,65.98,0.37,0.9,55.61,0.3,64.57,0.45,20.05,0.52,0.51,0.31,1.01,287.82,77.47,1.86,0.16,0.0,6.89,15.13,1.64,0.83,0.26,0.06,0.05,150.14,0.0,2.73,1.01,721.08,65.15,0.37,0.93,54.34,0.31,63.05,0.46,93.36,0.0,23.64
Ajwa_075,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,78.65,1.85,0.16,0.0,6.94,65.93,41.74,62.91,15.07,1.64,0.83,0.25,0.06,0.05,151.05,0.2,0.0,2.78,0.0,0.2,1.03,721.49,66.32,0.37,0.93,55.2,0.3,63.85,0.44,20.46,0.52,0.52,0.3,1.01,284.53,75.18,1.82,0.15,0.0,7.0,15.0,1.62,0.84,0.26,0.06,0.05,154.1,0.0,2.78,1.02,726.94,63.83,0.37,0.93,55.62,0.31,62.77,0.46,91.86,0.0,23.08
Ajwa_076,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.32,1.86,0.16,0.0,6.91,66.46,40.09,60.95,15.45,1.65,0.84,0.26,0.06,0.05,155.93,0.21,0.0,2.7,0.0,0.2,1.0,715.1,66.88,0.37,0.92,56.21,0.3,62.99,0.44,20.0,0.51,0.52,0.31,1.01,280.51,76.54,1.89,0.15,0.0,6.91,15.57,1.64,0.83,0.25,0.06,0.05,152.52,0.0,2.8,1.05,709.49,65.28,0.37,0.94,54.93,0.3,64.95,0.46,90.92,0.0,23.46
Ajwa_077,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,76.9,1.87,0.15,0.0,6.72,67.1,40.38,60.96,15.26,1.69,0.84,0.26,0.06,0.05,151.66,0.2,0.0,2.75,0.0,0.21,1.04,705.56,65.11,0.37,0.9,55.47,0.3,64.85,0.44,19.94,0.51,0.52,0.31,1.05,281.03,74.87,1.82,0.15,0.0,6.85,15.75,1.66,0.82,0.25,0.06,0.05,152.32,0.0,2.79,1.0,722.67,64.47,0.37,0.92,56.5,0.31,65.05,0.46,91.05,0.0,23.72
Ajwa_078,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,77.16,1.86,0.15,0.0,6.82,64.48,41.61,61.61,15.03,1.63,0.83,0.26,0.06,0.05,149.5,0.21,0.0,2.69,0.0,0.21,1.01,696.66,66.05,0.38,0.9,54.18,0.31,64.32,0.46,20.95,0.5,0.51,0.3,1.0,281.82,75.87,1.85,0.16,0.0,6.88,15.32,1.65,0.83,0.26,0.06,0.05,156.23,0.0,2.83,1.0,700.49,66.56,0.38,0.94,54.7,0.3,63.46,0.44,89.8,0.0,23.1
Ajwa_079,Ajwa,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277,75.08,1.82,0.15,0.0,6.83,66.7,40.44,60.44,15.09,1.66,0.8,0.26,0.06,0.05,150.97,0.21,0.0,2.69,0.0,0.21,1.0,728.84,65.07,0.37,0.9,55.28,0.31,63.71,0.44,20.8,0.51,0.52,0.31,1.01,276.29,77.45,1.81,0.16,0.0,6.92,15.72,1.66,0.81,0.26,0.06,0.05,153.38,0.0,2.82,1.03,717.98,64.52,0.37,0.9,56.41,0.31,64.53,0.45,88.77,0.0,23.55
